pid	trial_id	TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePoint
0	1	0.0	992.0256	540.9720	0	900.4998	540.8242	0	946.2627	540.898
0	1	16.6	982.5456	507.6026	0	961.6355	544.2901	0	972.0905	525.946
0	1	33.4	985.4380	545.8293	0	941.2952	542.1974	0	963.3666	544.013
0	1	50.0	973.4642	569.5803	0	951.4809	558.7886	0	962.4725	564.184
0	1	66.6	988.5848	572.0846	0	947.8378	571.1675	0	968.2113	571.626
0	1	83.2	980.7139	585.4601	0	935.7396	577.1040	0	958.2267	581.282
0	1	100.0	985.7513	573.4362	0	949.5609	565.6169	0	967.6561	569.526
0	1	116.6	972.4493	590.3506	0	955.0005	563.1334	0	963.7249	576.742
0	1	133.2	970.7893	573.1130	0	963.4839	575.5984	0	967.1366	574.355
0	1	149.9	987.4253	586.2460	0	963.8698	572.0638	0	975.6475	579.154
0	1	166.6	992.7860	566.1257	0	938.6583	588.4195	0	965.7222	577.272
0	1	183.2	986.6206	576.6279	0	956.9579	580.7046	0	971.7893	578.666
0	1	199.8	985.3537	570.5977	0	941.6246	570.6537	0	963.4892	570.625
0	1	216.5	976.2722	589.3071	0	930.1080	576.0739	0	953.1901	582.690
0	1	233.2	994.0166	595.7655	0	957.2616	530.3931	0	975.6391	563.079
0	1	249.8	965.0985	599.6542	0	958.5144	567.7215	0	961.8065	583.687
0	1	266.5	980.3733	563.7499	0	941.2574	588.2924	0	960.8153	576.021
0	1	283.1	975.6319	587.2755	0	938.1436	577.5972	0	956.8878	582.436
0	1	299.8	981.3982	578.3412	0	950.2821	588.5059	0	965.8402	583.423
0	1	316.5	987.6265	582.4486	0	948.0848	577.7273	0	967.8557	580.087
